Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
228,GMRS 2,462.587500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,5.0W,,,,,
229,GMRS 3,462.612500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,5.0W,,,,,
230,GMRS 4,462.637500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,5.0W,,,,,
231,GMRS 5,462.662500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,5.0W,,,,,
232,GMRS 6,462.687500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,5.0W,,,,,
233,GMRS 7,462.712500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,5.0W,,,,,
234,GMRS 8,467.562500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
235,GMRS 9,467.587500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
236,GMRS 10,467.612500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
237,GMRS 11,467.637500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
238,GMRS 12,467.662500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
239,GMRS 13,467.687500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
240,GMRS 14,467.712500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,0.5W,,,,,
241,GMRS 15,462.550000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
242,GMRS 16,462.575000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
243,GMRS 17,462.600000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
244,GMRS 18,462.625000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
245,GMRS 19,462.650000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
246,GMRS 20,462.675000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
247,GMRS 21,462.700000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
248,GMRS 22,462.725000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
249,GMRS 550/15R,462.550000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
250,GMRS 575/16R,462.575000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
251,GMRS 600/17R,462.600000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
252,GMRS 625/18R,462.625000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
253,GMRS 650/19R,462.650000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
254,GMRS 675/20R,462.675000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
255,GMRS 700/21R,462.700000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
256,GMRS 725/22R,462.725000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,12.50,,50W,,,,,
258,SEA 01,160.650000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
259,SEA 02,160.700000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
260,SEA 03,160.750000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
261,SEA 04,160.800000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
262,SEA 05,160.850000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
263,SEA 06,156.300000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
264,SEA 07,160.950000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
265,SEA 08,156.400000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
266,SEA 09,156.450000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
267,SEA 10,156.500000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
268,SEA 11,156.550000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
269,SEA 12,156.600000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
270,SEA 13,156.650000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
271,SEA 14,156.700000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
272,SEA 15,156.750000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
273,SEA 16,156.800000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
274,SEA 17,156.850000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
275,SEA 18,161.500000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
276,SEA 19,161.550000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
277,SEA 20,161.600000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
278,SEA 21,161.650000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
279,SEA 22,161.700000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
280,SEA 23,161.750000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
281,SEA 24,161.800000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
282,SEA 25,161.850000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
283,SEA 26,161.900000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
284,SEA 27,161.950000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
285,SEA 28,162.000000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
286,SEA 60,160.625000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
287,SEA 61,160.675000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
288,SEA 62,160.725000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
289,SEA 63,160.775000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
290,SEA 64,160.825000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
291,SEA 65,160.875000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
292,SEA 66,160.925000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
293,SEA 67,156.375000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
294,SEA 68,156.425000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
295,SEA 69,156.475000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
296,SEA 70,156.525000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
297,SEA 71,156.575000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
298,SEA 72,156.625000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
299,SEA 73,156.675000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
300,SEA 74,156.725000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
301,SEA 75,156.775000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
302,SEA 76,156.825000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
303,SEA 77,156.875000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
304,SEA 78,161.525000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
305,SEA 79,161.575000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
306,SEA 80,161.625000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
307,SEA 81,161.675000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
308,SEA 82,161.725000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
309,SEA 83,161.775000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
310,SEA 84,161.825000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
311,SEA 85,161.875000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
312,SEA 86,161.925000,-,4.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
313,SEA 87,157.375000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
314,SEA 88,157.425000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
